Name,Link,Speciality Title,Speciality Appointment,Designation,Qualification,link,hospital
Dr. Chung Ghi Waie,doctors/dr.-chung-ghi-waie,Pediatrics,"https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=
10&searchLocation=Miri&phyID=4307&searchPhyAndSpec=Dr. Chung Ghi Waie&hcsType=Specialty",Consultant Pediatrician,"MBBS (IMU), MRCPCH (UK)",/malaysia/hospitals/miri/doctors,miri
Dr. Clarence Lei Chang Moh,doctors/dr.-clarence-lei-chang-moh,Urology,"https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=
10&searchLocation=Miri&phyID=415&searchPhyAndSpec=Dr. Clarence Lei Chang Moh&hcsType=Specialty",Consultant Urologist (Visiting),"MBBS (UM), FRCS (Glasgow), Diploma in Urology (UK), FRCS (Urology) (UK)",/malaysia/hospitals/miri/doctors,miri
Dr. Diana Wee Yuen Swan,doctors/dr.-diana-wee-yuen-swan,Psychology,"https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=
10&searchLocation=Miri&phyID=440&searchPhyAndSpec=Dr. Diana Wee Yuen Swan&hcsType=Specialty",Consultant Clinical Psychologist (Visiting),"BA (Hons) in Psychology (UKM), Doctor of Clinical Psychology (Australia)",/malaysia/hospitals/miri/doctors,miri
Dr. Edwin Yii Sze Sian,doctors/dr.-edwin-yii-sze-sian,,,Consultant Anesthesiologist,"MD (AIMST University), MMed. (Anesthesiology) (UM)",/malaysia/hospitals/miri/doctors,miri
Dr. Lee Sing Huat,doctors/dr.-lee-sing-huat,Orthopedic,"https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=
10&searchLocation=Miri&phyID=477292952053&searchPhyAndSpec=Dr. Lee Sing Huat&hcsType=Specialty",Consultant Orthopedic Surgeon,"MD (UKRAINE), Doctor of Orthopedic & Traumatology (PPUKM)",/malaysia/hospitals/miri/doctors,miri
Dr. M. Pubalan,doctors/dr.-m.-pubalan,Dermatology,"https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=
10&searchLocation=Miri&phyID=411&searchPhyAndSpec=Dr. M. Pubalan&hcsType=Specialty",Consultant Dermatologist (Visiting),MBBS (Malaya) MRCP (UK),/malaysia/hospitals/miri/doctors,miri
Dr. Makhindran Subramaniam,doctors/dr.-makhindran-subramaniam,,,Consultant Radiologist,"AM (Mal), MBBS (Manipal), M.MED.RAD (UKM)",/malaysia/hospitals/miri/doctors,miri
Dr. Roland Dom Mattu,doctors/dr.-roland-dom-mattu,Obstetrics and Gynecology,"https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=
10&searchLocation=Miri&phyID=409&searchPhyAndSpec=Dr. Roland Dom Mattu&hcsType=Specialty","Chief Of Medical Services, Consultant Obstetrician & Gynaecologist","MBBS (West Aust) DRCOG (UK), MRCOG (UK)",/malaysia/hospitals/miri/doctors,miri
Dr. Selva Kumar Subramaniam,doctors/dr.-selva-kumar-subramaniam,Ear Nose and Throat,"https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=
10&searchLocation=Miri&phyID=413&searchPhyAndSpec=Dr. Selva Kumar Subramaniam&hcsType=Specialty",Consultant ENT Surgeon,"MBBS (Mal), FRCS (Ireland), FRCS (Glasgow), MS ORL (Mal)",/malaysia/hospitals/miri/doctors,miri
Dr. Soon Khai Cherng,doctors/dr.-soon-khai-cherng,Obstetrics and Gynecology,"https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=
10&searchLocation=Miri&phyID=455843453320&searchPhyAndSpec=Dr. Soon Khai Cherng&hcsType=Specialty",Consultant Obstetrician & Gynecologist,"MD (Russia), MRCOG (UK)",/malaysia/hospitals/miri/doctors,miri
Dr. Subramaniam A/L R M Palaniappan,doctors/dr.-subramaniam-a~l-r-m-palaniappan,General Practice and Occupational Medicine,"https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=
10&searchLocation=Miri&phyID=402&searchPhyAndSpec=Dr. Subramaniam A%252FL R M Palaniappan&hcsType=Specialty",Medical Officer,"Occupational Health Doctor (NIOSH), MBBS (INDIA)",/malaysia/hospitals/miri/doctors,miri
Dr. Suraj Pal Boyal,doctors/dr.-suraj-pal-boyal,General Surgery,"https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=
10&searchLocation=Miri&phyID=426&searchPhyAndSpec=Dr. Suraj Pal Boyal&hcsType=Specialty",Consultant General Surgeon,"MBBS (India), MS (India)",/malaysia/hospitals/miri/doctors,miri
Dr. U Myint Aung Tun,doctors/dr.-u-myint-aung-tun,,,Medical Officer,"M.B., B.S.(Yangon)",/malaysia/hospitals/miri/doctors,miri
Dr. Varghese Oommen,doctors/dr.-varghese-oommen,General Surgery,"https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=
10&searchLocation=Miri&phyID=408&searchPhyAndSpec=Dr. Varghese Oommen&hcsType=Specialty",Consultant General Surgeon,"MMBS, MS (UKM), FRCS (IRE)",/malaysia/hospitals/miri/doctors,miri
Dr. Wong Shu Ngie,doctors/dr.-wong-shu-ngie,,,Medical Officer,MD (KSMU),/malaysia/hospitals/miri/doctors,miri
Dr. Yeo Peng Hwi,doctors/dr.-yeo-peng-hwi,Internal Medicine,"https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=
10&searchLocation=Miri&phyID=405&searchPhyAndSpec=Dr. Yeo Peng Hwi&hcsType=Specialty",Consultant Internal Medicine Physician,"MBBS (UM), M.Med (Internal Medicine - UKM)",/malaysia/hospitals/miri/doctors,miri
Ms. Vera Pillai,doctors/ms.-vera-pillai,Psychology,"https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=
10&searchLocation=Miri&phyID=4091&searchPhyAndSpec=Ms. Vera Pillai&hcsType=Specialty",Clinical Psychologist (Visiting),M.Clin.Psy (CP1-0315),/malaysia/hospitals/miri/doctors,miri
Prof. Dr. Chua Chung Nen,doctors/prof.-dr.-chua-chung-nen,Ophthalmology,"https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=
10&searchLocation=Miri&phyID=414&searchPhyAndSpec=Prof. Dr. Chua Chung Nen&hcsType=Specialty",General Ophthalmologist (Visiting),"BMedSc (UK), MBBS (UK), MRCP (UK), FRC (Ophthalmology) (UK), CCST (UK)",/malaysia/hospitals/miri/doctors,miri
Datin Dr. Angela Loo Voon Pei,doctors/datin-dr.-angela-loo-voon-pei,Ophthalmology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=176&searchPhyAndSpec=Datin Dr. Angela Loo Voon Pei&hcsType=Specialty,"Consultant Ophthalmologist & Vitreo - Retina, Diabetic Eye Diseases (Visiting)","MBBS (Australia), FRCS (Ophthalmology) (Ireland), MRC Ophthalmology (UK), FC Ophthalmology (Hong Kong), FHKAM (Hong Kong), AM (Malaysia)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Datin Dr. Shanny Hu @ Hu Shan,doctors/datin-dr.-shanny-hu-@-hu-shan,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=167&searchPhyAndSpec=Datin Dr. Shanny Hu @ Hu Shan&hcsType=Specialty,Consultant Obstetrician & Gynecologist and Reproductive Medicine (Visiting),"MBChB (UK), MRCOG (UK), DFSRH (UK), MD (Research) (UK), FRCOG (UK)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dato' Dr. Ho Teik Kok,doctors/dato'-dr.-ho-teik-kok,General Surgery and Vascular Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=3247&searchPhyAndSpec=Dato' Dr. Ho Teik Kok&hcsType=Specialty,Consultant General & Vascular Surgeon (Visiting),"MBBS (UM), MRCS ( Edinburgh), MRCS (England), Intercollegiate FRCS General & Vascular Surgery (UK), Certificate of Completion of Training (UK), PhD in Vascular Surgery (UK)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Andy Easwaren Vasudevan,doctors/dr.-andy-easwaren-vasudevan,Internal Medicine and Gastroenterology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=68&searchPhyAndSpec=Dr. Andy Easwaren Vasudevan&hcsType=Specialty,Consultant Internal Medicine Physician & Gastroenterologist,"MBBS (UM), M Internal Medicine (UM), AM (Malaysia)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Azlan Bin Mohd Sofian,doctors/dr.-azlan-bin-mohd-sofian,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=3800&searchPhyAndSpec=Dr. Azlan Bin Mohd Sofian&hcsType=Specialty,Consultant Orthopedic Surgeon (Visiting),"MBBChBAO (Ireland), MMed (Orthopedic) (USM)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Azura Binti Mohd Affandi,doctors/dr.-azura-binti-mohd-affandi,Dermatology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=266&searchPhyAndSpec=Dr. Azura Binti Mohd Affandi&hcsType=Specialty,Consultant Dermatologist (Visiting),"MBChB (UK), MRCP (UK), Advanced Master of Dermatology (UKM)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Basir Ahamad Sybudhin,doctors/dr.-basir-ahamad-sybudhin,,,Consultant Anesthetist,"MBBS (UIAM), M Anesthesiology (UM), AM (Malaysia)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Bheena Vyshali,doctors/dr.-bheena-vyshali,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=123&searchPhyAndSpec=Dr. Bheena Vyshali&hcsType=Specialty,Consultant Obstetrician & Gynecologist,"MBBS (India), MMed (Obs & Gyn)(USM)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Chong Hoong Weng,doctors/dr.-chong-hoong-weng,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=157&searchPhyAndSpec=Dr. Chong Hoong Weng&hcsType=Specialty,Consultant General Surgeon,"MBBS (UM), MS (General Surgery)(UM)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Chong Pei Wen,doctors/dr.-chong-pei-wen,Internal Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=4235&searchPhyAndSpec=Dr. Chong Pei Wen&hcsType=Specialty,Consultant Internal Medicine Physician,"MBBS (AIMST), MRCP (Ireland)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Doris Ng Sin Wen,doctors/dr.-doris-ng-sin-wen,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=455167658174&searchPhyAndSpec=Dr. Doris Ng Sin Wen&hcsType=Specialty,Consultant Obstetrician and Gynecologist,"MBBS (Australia), MRCOG (UK)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Gan Chon Chean,doctors/dr.-gan-chon-chean,Ear Nose and Throat,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=520&searchPhyAndSpec=Dr. Gan Chon Chean&hcsType=Specialty,Consultant ENT Surgeon,"MBBS (India), M ORL – HNS (UM), CMIA (NIOSH), AM (Malaysia)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Gayathri A/P P. Arumugam,doctors/dr.-gayathri-a~p-p.-arumugam,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=487395160413&searchPhyAndSpec=Dr. Gayathri A%252FP P. Arumugam&hcsType=Specialty,Consultant Orthopedic Surgeon (Visiting),"MBBS (India), MS Orthopedic (UM)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Hyder Aazad Bin Hyder Shahrom,doctors/dr.-hyder-aazad-bin-hyder-shahrom,,,Medical Officer,MBBS (UNIKL),/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Jasdev Singh A/L Harbhajan Singh,doctors/dr.-jasdev-singh-a~l-harbhajan-singh,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=492691517247&searchPhyAndSpec=Dr. Jasdev Singh A%252FL Harbhajan Singh&hcsType=Specialty,"Consultant Obstetrician and Gynecologist, Fertility Specialist (Visiting)","MBBS (India), MRCOG (UK), M Obs & Gyn (UM), Fellowship in Reproductive Medicine (Malaysia/UK), Special Interest in Cosmetic Gynecology",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Jayagauri A/P Balakrishnan,doctors/dr.-jayagauri-a~p-balakrishnan,Pediatrics,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=487168263257&searchPhyAndSpec=Dr. Jayagauri A%252FP Balakrishnan&hcsType=Specialty,Consultant Pediatrician,"MD (Russia), M Pediatric (UM)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Jeyasilan A/L Karpudewan,doctors/dr.-jeyasilan-a~l-karpudewan,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=516218083296&searchPhyAndSpec=Dr. Jeyasilan A%252FL Karpudewan&hcsType=Specialty,"Consultant Orthopedic, Hand & Micro Surgeon (Visiting)","MBBS (India), MMed (Orhtopedic)(USM), Fellowship in Upper Limb & Microsurgery (Malaysia), Fellowship in Wrist Surgery and Upper Limb Arthroscopy (Argentina & USA)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Jonathan Yeap Han Hsiung,doctors/dr.-jonathan-yeap-han-hsiung,,,Consultant Emergency Physician & Head of Emergency Department,"MBBS (India), M Med (Emergency Medicine) (UM), FISQUA, AMM",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Jothi Raamahlingam Rajaran,doctors/dr.-jothi-raamahlingam-rajaran,,,Consultant Oral Maxillofacial Surgeon,"DDS (UKM), MDS (HONG KONG), DOCTOR OF DENTAL SURGERY (UKM)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Khairul Izan Mohd Ghani,doctors/dr.-khairul-izan-mohd-ghani,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=189&searchPhyAndSpec=Dr. Khairul Izan Mohd Ghani&hcsType=Specialty,Consultant General Surgeon,"MD (UKM), Doctor of Surgery (UKM)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Lee Yik Yong,doctors/dr.-lee-yik-yong,Internal Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=160&searchPhyAndSpec=Dr. Lee Yik Yong&hcsType=Specialty,Consultant Internal Medicine Physician,"MD (Russia), MRCP (UK)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Lim Anzhi,doctors/dr.-lim-anzhi,General Practice,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=4341&searchPhyAndSpec=Dr. Lim Anzhi&hcsType=Specialty,Medical Officer,MBBS (INDIA),/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Meera A/P Kuppusamy,doctors/dr.-meera-a~p-kuppusamy,Dermatology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=3644&searchPhyAndSpec=Dr. Meera A%252FP Kuppusamy&hcsType=Specialty,Consultant Dermatologist,"MBBS (IMU), MRCP (UK), Advanced Master in Dermatology (UKM)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Mohamad Saifudin Bin Othman,doctors/dr.-mohamad-saifudin-bin-othman,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=469572695387&searchPhyAndSpec=Dr. Mohamad Saifudin Bin Othman&hcsType=Specialty,Consultant Orthopedic Surgeon (Visiting),"MBBS (UK), Doctor of Orthopedic & Traumatology (UKM), Fellowship in Advanced Musculoskeletal Trauma (Malaysia)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Muhammad Redhalilmi Bin Hamid,doctors/dr.-muhammad-redhalilmi-bin-hamid,General Practice,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=4148&searchPhyAndSpec=Dr. Muhammad Redhalilmi Bin Hamid&hcsType=Specialty,Medical Officer,MBBS (UITM),/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Muhammad Syamil Bin Mohamad Salmi,doctors/dr.-muhammad-syamil-bin-mohamad-salmi,Ophthalmology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=517342363069&searchPhyAndSpec=Dr. Muhammad Syamil Bin Mohamad Salmi&hcsType=Specialty,Consultant Ophthalmologist,"MBBS (Jordan), Doctor of Ophthalmology (UKM)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Nicholas Lim Lye Tak,doctors/dr.-nicholas-lim-lye-tak,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=64&searchPhyAndSpec=Dr. Nicholas Lim Lye Tak&hcsType=Specialty,Consultant Obstetrician & Gynecologist,"MD(UNIMAS), MRCOG(UK)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Nik Haziman Wan Hamat,doctors/dr.-nik-haziman-wan-hamat,Sports Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=3802&searchPhyAndSpec=Dr. Nik Haziman Wan Hamat&hcsType=Specialty,Consultant Sports Physician (Visiting),"MBBS (UITM), M Sports Medicine (UM)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Paul Ngalap Ayu,doctors/dr.-paul-ngalap-ayu,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=127&searchPhyAndSpec=Dr. Paul Ngalap Ayu&hcsType=Specialty,Consultant Orthopedic & Pediatric Orthopedic / Spine Surgeon,"MD (UKM), M. S (Ortho) (UKM), Fellowship in Pediatric Orthopedic & Pediatric Spine (Mal/France/UK)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Rajasudha A/P Sawri Rajan,doctors/dr.-rajasudha-a~p-sawri-rajan,Ophthalmology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=4198&searchPhyAndSpec=Dr. Rajasudha A%252FP Sawri Rajan&hcsType=Specialty,Consultant Ophthalmologist,"MD (Canada), Doctor Of Ophthalmology (UKM), Fellowship In Medical Retina & Uveitis (London)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Ramesh Naidu A/L Applanaidu,doctors/dr.-ramesh-naidu-a~l-applanaidu,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=96&searchPhyAndSpec=Dr. Ramesh Naidu A%252FL Applanaidu&hcsType=Specialty,Consultant Orthopedic Surgeon,"MBBS (UM), M.S Ortho (UM), Fellowship in Advance Trauma (Mal/Germany/Thailand)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Richard Chan Tze Ming,doctors/dr.-richard-chan-tze-ming,Internal Medicine and Cardiology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=4087&searchPhyAndSpec=Dr. Richard Chan Tze Ming&hcsType=Specialty,Consultant Interventional Cardiologist & Internal Medicine Physician,"MBChB (Auckland), MRCP (UK), Fellowship in Cardiology (MAS), Fellowship in Interventional Cardiology (IJN), BSCI (UK)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Sam Zhi Heng,doctors/dr.-sam-zhi-heng,Pediatrics,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=3665&searchPhyAndSpec=Dr. Sam Zhi Heng&hcsType=Specialty,Consultant Pediatrician,"MBBS (UM), M. Paeds (UM)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Shamharini A/P Nagaratnam,doctors/dr.-shamharini-a~p-nagaratnam,Internal Medicine and Endocrinology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=500393132666&searchPhyAndSpec=Dr. Shamharini A%252FP Nagaratnam&hcsType=Specialty,Consultant Internal Medicine Physician & Endocrinologist (Visiting),"MB BCh BAO, MRCP (UK), Fellowship in Endocrinology (MOH)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Sundar Gugan A/L Santhana Dass,doctors/dr.-sundar-gugan-a~l-santhana-dass,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=3704&searchPhyAndSpec=Dr. Sundar Gugan A%252FL Santhana Dass&hcsType=Specialty,Consultant Obstetrician & Gynecologist,"MD (UPM), MRCOG (UK), Diploma in Minimal Invasive Surgery",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Thuraikumar A/L Kanniah,doctors/dr.-thuraikumar-a~l-kanniah,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=3955&searchPhyAndSpec=Dr. Thuraikumar A%252FL Kanniah&hcsType=Specialty,"Consultant Orthopedic, Spine & Trauma Surgeon (Visiting)","MD (UPM), M Orthopedic Surgery (UM), CMIA (NIOSH), Fellowship in Spine Surgery (MAL, JPN)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Tie Hieng Kai,doctors/dr.-tie-hieng-kai,,,Consultant Anesthesiologist,"MD (UKM), M Anesthesiology (UM)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Tristan Hilary Thomas,doctors/dr.-tristan-hilary-thomas,,,Consultant Radiologist,"MBBS (Belgaum), MRad (UM)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dr. Visvaraja Subrayan,doctors/dr.-visvaraja-subrayan,Ophthalmology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=2&searchLocation=Petaling Jaya&phyID=970&searchPhyAndSpec=Dr. Visvaraja Subrayan&hcsType=Specialty,Consultant Ophthalmologist & Pediatric Ophthalmologist,"MBBS (UM), FRCS (Edinburgh), FRC (Ophthalmology) (UK), Fellowship in Pediatric Ophthalmology (USA)",/malaysia/hospitals/petaling-jaya/doctors,petaling-jaya
Dato' Dr. Jegan A/L Thanabalan,doctors/dato'-dr.-jegan-a~l-thanabalan,Neurosurgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=3534&searchPhyAndSpec=Dato' Dr. Jegan A%252FL Thanabalan&hcsType=Specialty,Consultant Neurosurgeon (Visiting),"MBBS (India), MS (General Surgery) (UKM), Fellowship In Stereotactic & Functional Neurosurgery (Oxford, UK)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Afiq Alvin Abdullah,doctors/dr.-afiq-alvin-abdullah,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=337&searchPhyAndSpec=Dr. Afiq Alvin Abdullah&hcsType=Specialty,Consultant General Surgeon,"MBBS (India), MS (General Surgery) (UKM), FRCS (Ireland)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Afnizar Binti Akbar,doctors/dr.-afnizar-binti-akbar,,,Consultant Anesthesiologist,"MBBS (Australia), MMed (Anesthesiology) (UKM)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Cheok Sui Ann,doctors/dr.-cheok-sui-ann,Pediatrics,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=802&searchPhyAndSpec=Dr. Cheok Sui Ann&hcsType=Specialty,Consultant Pediatrician,"MBBCh BAO (Ireland), MRCPCH (UK)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Cheong Kuan Loong,doctors/dr.-cheong-kuan-loong,Internal Medicine and Gastroenterology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=838&searchPhyAndSpec=Dr. Cheong Kuan Loong&hcsType=Specialty,Consultant Gastroenterologist & Hepatologist,Fellowship in Gastroenterology (Mal),/malaysia/hospitals/puchong/doctors,puchong
Dr. Jurina Mohd. Hassan,doctors/dr.-jurina-mohd.-hassan,Internal Medicine and Respiratory Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=807&searchPhyAndSpec=Dr. Jurina Mohd. Hassan&hcsType=Specialty,Consultant Internal Medicine & Respiratory Physician,"MD (UKM), MMed (Internal Medicine) (UKM), Advance Respiratory & Sleep Medicine (Australia)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Kang Waye Hann,doctors/dr.-kang-waye-hann,Internal Medicine and Endocrinology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=459&searchPhyAndSpec=Dr. Kang Waye Hann&hcsType=Specialty,Consultant Internal Medicine Physician & Endocrinologist (Visiting),"MD (UNIMAS), MRCP (UK), Fellowship in Endocrinology (Malaysia)",/malaysia/hospitals/puchong/doctors,puchong
Dr. Khairullah Bin Anuar,doctors/dr.-khairullah-bin-anuar,Ear Nose and Throat,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=20&searchLocation=Puchong&phyID=841&searchPhyAndSpec=Dr. Khairullah Bin Anuar&hcsType=Specialty,Consultant ENT Surgeon (Visiting),"MBChB (New Zealand), MS (ORL-HNS) (UKM)",/malaysia/hospitals/puchong/doctors,puchong
